seuil,rappel,fpr,precision_grille,precision_prevalence,tp,fp,n_pos,n_neg
-301.0,1.0,1.0,0.25,0.1,576,1728,576,1728
-299.98,1.0,0.7777777777777778,0.3,0.125,576,1344,576,1728
-249.98,1.0,0.6666666666666666,0.3333333333333333,0.14285714285714288,576,1152,576,1728
-175.0,1.0,0.3333333333333333,0.5,0.25,576,576,576,1728
-149.99,1.0,0.1111111111111111,0.75,0.5,576,192,576,1728
-110.99,1.0,0.0,1.0,1.0,576,0,576,1728
-71.0,0.0,0.0,1.0,1.0,0,0,576,1728
