threshold,recall,fpr,grid_precision,prevalence_precision,tp,fp,n_pos,n_neg
-9.629000000000001,1.0,0.9353632478632479,0.039495337356006584,0.10617662072485963,576,14008,576,14976
-9.622,1.0,0.9350293803418803,0.03950888263941285,0.10621050615944341,576,14003,576,14976
-9.6155,1.0,0.9348958333333334,0.03951430335459971,0.1062240663900415,576,14001,576,14976
-9.611,1.0,0.9344284188034188,0.03953328757721345,0.10627155447694471,576,13994,576,14976
-9.604,1.0,0.9340277777777778,0.03954957429277671,0.10631229235880399,576,13988,576,14976
-9.5985,1.0,0.9333600427350427,0.039576748660162156,0.10638025827899247,576,13978,576,14976
-9.5945,1.0,0.9318242521367521,0.039639391645447664,0.10653691017350662,576,13955,576,14976
-9.591000000000001,1.0,0.9313568376068376,0.039658496282015974,0.10658467845247245,576,13948,576,14976
-9.586500000000001,1.0,0.9308226495726496,0.03968035271424635,0.1066393232504486,576,13940,576,14976
-9.5815,1.0,0.929954594017094,0.03971592084396332,0.10672824065165802,576,13927,576,14976
-9.5775,1.0,0.9290865384615384,0.03975155279503106,0.10681730645782515,576,13914,576,14976
-9.573,1.0,0.9280849358974359,0.039792746113989634,0.10692025959005333,576,13899,576,14976
-9.568999999999999,1.0,0.9276842948717948,0.039809247356417166,0.10696149643247414,576,13893,576,14976
-9.565000000000001,1.0,0.9270833333333334,0.03983402489626556,0.10702341137123746,576,13884,576,14976
-9.560500000000001,1.0,0.9257478632478633,0.039889196675900275,0.10716125708397733,576,13864,576,14976
-9.554,1.0,0.9246127136752137,0.03993621299313596,0.10727870543485268,576,13847,576,14976
-9.548,1.0,0.9235443376068376,0.03998056500312348,0.10738948047757342,576,13831,576,14976
-9.544,1.0,0.9218082264957265,0.04005284750712746,0.10756997866701146,576,13805,576,14976
-9.538,1.0,0.9208066239316239,0.04009466796603091,0.10767438850782969,576,13790,576,14976
-9.5335,1.0,0.9207398504273504,0.040097459101983986,0.10768135637093122,576,13789,576,14976
-9.530999999999999,1.0,0.9198050213675214,0.040136575848372935,0.10777900123064965,576,13775,576,14976
-9.527000000000001,1.0,0.9184695512820513,0.04019258949131254,0.10791880147869512,576,13755,576,14976
-9.521,1.0,0.9176014957264957,0.04022908227406062,0.10800986628586265,576,13742,576,14976
-9.516,1.0,0.9168669871794872,0.04026001258125393,0.10808704124715816,576,13731,576,14976
-9.514,1.0,0.9168002136752137,0.040262826785963934,0.10809406262180071,576,13730,576,14976
-9.5105,1.0,0.9156650641025641,0.04031072853243754,0.10821356571502895,576,13713,576,14976
-9.504,1.0,0.9150641025641025,0.040336134453781515,0.10827693909422177,576,13704,576,14976
-9.498000000000001,1.0,0.914863782051282,0.04034461021222946,0.10829808005206638,576,13701,576,14976
-9.494,1.0,0.913795405982906,0.04038987448285534,0.1084109713987882,576,13685,576,14976
-9.49,1.0,0.9135950854700855,0.04039837284331603,0.10843216473348105,576,13682,576,14976
-9.4855,1.0,0.913528311965812,0.04040120642491408,0.1084392310198762,576,13681,576,14976
-9.481,1.0,0.9134615384615384,0.04040404040404041,0.10844629822732013,576,13680,576,14976
-9.477,1.0,0.9127938034188035,0.040432402077776215,0.108517020999087,576,13670,576,14976
-9.471,1.0,0.9124599358974359,0.04044659785127449,0.1085524169874095,576,13665,576,14976
-9.464500000000001,1.0,0.9121928418803419,0.040457961649223856,0.10858075040783034,576,13661,576,14976
-9.46,1.0,0.9118589743589743,0.04047217537942664,0.10861618798955615,576,13656,576,14976
-9.454,1.0,0.9117922008547008,0.040475019324010965,0.1086232782818722,576,13655,576,14976
-9.446,1.0,0.9115918803418803,0.04048355355636773,0.10864455471402455,576,13652,576,14976
-9.440000000000001,1.0,0.9115251068376068,0.040486399100302245,0.10865164871041463,576,13651,576,14976
-9.435500000000001,1.0,0.9111244658119658,0.04050348076787849,0.10869423215102228,576,13645,576,14976
-9.4305,1.0,0.9107238247863247,0.0405205768554344,0.1087368489838594,576,13639,576,14976
-9.4265,1.0,0.9105235042735043,0.040529130312412044,0.10875816993464053,576,13636,576,14976
