seuil,rappel,fpr,precision_grille,precision_prevalence,tp,fp,n_pos,n_neg
-1.0,1.0,1.0,0.25,0.1,576,1728,576,1728
0.08794999999999997,1.0,0.0,1.0,1.0,576,0,576,1728
1.1759,0.0,0.0,1.0,1.0,0,0,576,1728
