seuil,rappel,fpr,precision_grille,precision_prevalence,tp,fp,n_pos,n_neg
-1.0,1.0,1.0,0.5,0.1,576,576,576,576
0.07142857142857145,1.0,0.4322916666666667,0.6981818181818182,0.20447284345047922,576,249,576,576
0.23809523809523814,1.0,0.006944444444444444,0.993103448275862,0.9411764705882353,576,4,576,576
0.393939393939394,1.0,0.0,1.0,1.0,576,0,576,576
0.4772727272727273,0.9965277777777778,0.0,1.0,1.0,574,0,576,576
0.5357142857142857,0.9895833333333334,0.0,1.0,1.0,570,0,576,576
0.5857142857142856,0.9878472222222222,0.0,1.0,1.0,569,0,576,576
0.6181818181818182,0.9652777777777778,0.0,1.0,1.0,556,0,576,576
1.6363636363636362,0.0,0.0,1.0,1.0,0,0,576,576
